number_ of_syllables,number_of_pauses,rate_of_speech,articulation_rate,speaking_duration,original_duration,balance,f0_mean,f0_std,f0_median,f0_min,f0_max,f0_quantile25,f0_quan75,slug,streamUrl,type_id,type_name,socialTitle,recordedOn,language,presenterDisplayName,duration,canonicalUrl,viewedCount,tedcomPercentage,youtubePercentage,podcastsPercentage,tedappsPercentage,publishedAt,id,title
3204,427,3,5,665.1,1131.0,0.6,127.88,28.94,122.4,74,425,110,140,bunker_roy_learning_from_a_barefoot_movement,https://hls.ted.com/project_masters/1259/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Learning from a barefoot movement,2011-07-14,en,Bunker Roy,1130,https://www.ted.com/talks/bunker_roy_learning_from_a_barefoot_movement,4572635,0.806,0.148,0.013,0.033,2011-10-17T15:08:51Z,1248,Learning from a barefoot movement
479,70,3,4,109.2,180.9,0.6,200.33,45.8,193.9,71,423,173,221,stacey_kramer_the_best_gift_i_ever_survived,https://hls.ted.com/project_masters/1060/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The best gift I ever survived,2010-02-12,en,Stacey Kramer,180,https://www.ted.com/talks/stacey_kramer_the_best_gift_i_ever_survived,4551390,0.713,0.064,0.006,0.217,2010-10-08T08:49:00Z,975,The best gift I ever survived
1093,140,3,5,227.7,345.2,0.7,161.11,52.29,152.7,70,398,117,195,joachim_de_posada_don_t_eat_the_marshmallow,https://hls.ted.com/project_masters/1219/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Don't eat the marshmallow!,2009-02-05,en,Joachim de Posada,345,https://www.ted.com/talks/joachim_de_posada_don_t_eat_the_marshmallow,4552970,0.691,0.226,0.006,0.077,2009-05-25T01:00:00Z,553,Don't eat the marshmallow!
1188,52,4,5,256.0,286.0,0.9,114.28,29.53,104.2,71,394,93,130,marco_a_sotomayor_the_surprising_reason_you_feel_awful_when_you_re_sick,https://hls.ted.com/project_masters/5563/manifest.m3u8,3,TED-Ed Original,The surprising reason you feel awful when you're sick,2016-04-19,en,Marco A. Sotomayor,285,https://www.ted.com/talks/marco_a_sotomayor_the_surprising_reason_you_feel_awful_when_you_re_sick,4527974,0.028,0.953,0.0,0.019,2019-03-22T18:35:16Z,24331,The surprising reason you feel awful when you're sick
5000,473,4,5,1005.0,1261.7,0.8,168.67,49.14,157.5,72,421,133,192,steven_levitt_the_freakonomics_of_crack_dealing,https://hls.ted.com/project_masters/1695/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The freakonomics of crack dealing,2004-02-27,en,Steven Levitt,1261,https://www.ted.com/talks/steven_levitt_the_freakonomics_of_crack_dealing,4544219,0.194,0.678,0.023,0.105,2006-09-19T00:11:00Z,29,The freakonomics of crack dealing
977,79,4,5,207.4,253.0,0.8,115.32,31.57,105.7,74,393,92,131,edmond_hui_how_the_heart_actually_pumps_blood,https://hls.ted.com/project_masters/4747/manifest.m3u8,3,TED-Ed Original,How the heart actually pumps blood,2014-05-20,en,Edmond Hui,252,https://www.ted.com/talks/edmond_hui_how_the_heart_actually_pumps_blood,4527156,0.04,0.95,0.0,0.01,2019-03-01T16:27:07Z,24072,How the heart actually pumps blood
2138,151,4,5,465.4,556.4,0.8,162.26,44.55,151.7,73,406,132,178,randall_munroe_comics_that_ask_what_if,https://hls.ted.com/project_masters/2381/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"Comics that ask ""what if?""",2014-03-20,en,Randall Munroe,556,https://www.ted.com/talks/randall_munroe_comics_that_ask_what_if,4523716,0.474,0.241,0.129,0.156,2014-05-08T14:57:50Z,1993,"Comics that ask ""what if?"""
962,87,3,5,213.5,278.0,0.8,106.79,23.18,99.9,72,343,90,119,robert_garland_a_day_in_the_life_of_an_ancient_athenian,https://hls.ted.com/project_masters/8912/manifest.m3u8,3,TED-Ed Original,A day in the life of an ancient Athenian,2018-03-15,en,Robert Garland,277,https://www.ted.com/talks/robert_garland_a_day_in_the_life_of_an_ancient_athenian,4511746,0.0,1.0,0.0,0.0,2024-09-11T22:16:50Z,24578,A day in the life of an ancient Athenian
3220,235,4,4,730.1,849.2,0.9,244.34,52.75,237.1,69,422,206,277,sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain,https://hls.ted.com/project_masters/768/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The mysterious workings of the adolescent brain,2012-06-25,en,Sarah-Jayne Blakemore,849,https://www.ted.com/talks/sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain,4515127,0.654,0.195,0.034,0.117,2012-09-17T15:01:26Z,1563,The mysterious workings of the adolescent brain
3432,301,3,5,733.6,984.3,0.7,133.8,35.32,126.3,72,422,112,145,ray_dalio_how_to_build_a_company_where_the_best_ideas_win,https://hls.ted.com/project_masters/2929/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How to build a company where the best ideas win,2017-04-24,en,Ray Dalio,984,https://www.ted.com/talks/ray_dalio_how_to_build_a_company_where_the_best_ideas_win,4499685,0.312,0.329,0.258,0.101,2017-09-06T14:48:37Z,2859,How to build a company where the best ideas win
3203,492,3,4,790.6,1235.0,0.6,162.86,62.3,147.1,69,432,120,188,itay_talgam_lead_like_the_great_conductors,https://hls.ted.com/project_masters/2064/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Lead like the great conductors,2009-07-24,en,Itay Talgam,1234,https://www.ted.com/talks/itay_talgam_lead_like_the_great_conductors,4510047,0.611,0.184,0.127,0.078,2009-10-21T01:00:00Z,663,Lead like the great conductors
2921,474,3,5,647.1,1138.3,0.6,130.14,35.32,121.3,70,400,105,145,bj_miller_what_really_matters_at_the_end_of_life,https://hls.ted.com/project_masters/3952/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What really matters at the end of life,2015-03-20,en,BJ Miller,1138,https://www.ted.com/talks/bj_miller_what_really_matters_at_the_end_of_life,19034502,0.162,0.7,0.042,0.096,2015-09-10T14:59:01Z,2325,What really matters at the end of life
3699,275,3,4,890.5,1176.0,0.8,154.8,51.78,141.8,72,420,120,176,keith_barry_brain_magic,https://hls.ted.com/project_masters/746/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Brain magic,2004-02-02,en,Keith Barry,1175,https://www.ted.com/talks/keith_barry_brain_magic,18967822,0.314,0.644,0.002,0.04,2008-07-18T07:40:00Z,310,Brain magic
2100,276,3,4,514.8,768.9,0.7,214.1,44.35,209.1,71,420,184,238,lidia_yuknavitch_the_beauty_of_being_a_misfit,https://hls.ted.com/project_masters/2491/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The beauty of being a misfit,2016-02-18,en,Lidia Yuknavitch,768,https://www.ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit,4498579,0.441,0.118,0.145,0.296,2016-05-23T14:58:15Z,2508,The beauty of being a misfit
2999,371,3,5,638.7,937.9,0.7,213.54,60.0,207.7,73,422,170,250,margaret_heffernan_forget_the_pecking_order_at_work,https://hls.ted.com/project_masters/178/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Forget the pecking order at work,2015-05-28,en,Margaret Heffernan,937,https://www.ted.com/talks/margaret_heffernan_forget_the_pecking_order_at_work,4498036,0.527,0.139,0.177,0.157,2015-06-16T14:39:58Z,2283,Forget the pecking order at work
1910,79,4,4,488.3,532.4,0.9,163.29,46.64,160.0,67,402,129,191,rives_the_4_a_m_mystery,https://hls.ted.com/project_masters/2039/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The  4 a.m. mystery,2007-03-03,en,Rives,532,https://www.ted.com/talks/rives_the_4_a_m_mystery,4496186,0.697,0.206,0.001,0.096,2007-07-17T14:44:00Z,148,The  4 a.m. mystery
4197,173,4,4,973.5,1068.7,0.9,183.99,53.53,179.3,71,418,155,209,j_j_abrams_the_mystery_box,https://hls.ted.com/project_masters/693/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The mystery box,2007-03-03,en,J.J. Abrams,1068,https://www.ted.com/talks/j_j_abrams_the_mystery_box,4495491,0.645,0.259,0.01,0.086,2008-01-10T06:00:00Z,205,The mystery box
2356,221,3,5,509.0,690.9,0.7,192.4,53.09,179.2,72,423,154,222,dessa_can_we_choose_to_fall_out_of_love_sep_2019,https://hls.ted.com/project_masters/591/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Can we choose to fall out of love?,2018-06-01,en,Dessa,690,https://www.ted.com/talks/dessa_can_we_choose_to_fall_out_of_love_sep_2019,4485009,0.071,0.048,0.809,0.072,2019-08-29T14:51:04Z,46597,Can we choose to fall out of love?
2762,301,3,4,613.9,859.5,0.7,256.58,57.97,248.8,71,424,215,295,elizabeth_dunn_helping_others_makes_us_happier_but_it_matters_how_we_do_it,https://hls.ted.com/project_masters/477/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Helping others makes us happier -- but it matters how we do it,2019-04-15,en,Elizabeth Dunn,859,https://www.ted.com/talks/elizabeth_dunn_helping_others_makes_us_happier_but_it_matters_how_we_do_it,4490317,0.12,0.078,0.68,0.122,2019-04-26T11:12:18Z,39981,Helping others makes us happier -- but it matters how we do it
1201,37,5,5,241.8,263.2,0.9,148.26,69.45,130.4,71,415,102,165,george_zaidan_the_bug_that_poops_candy,https://hls.ted.com/project_masters/5184/manifest.m3u8,3,TED-Ed Original,The bug that poops candy,2020-04-14,en,George Zaidan,263,https://www.ted.com/talks/george_zaidan_the_bug_that_poops_candy,4463296,0.019,0.978,0.0,0.003,2020-04-14T15:06:07Z,62347,The bug that poops candy
2708,408,3,4,638.7,952.7,0.7,139.55,32.14,134.5,80,400,118,156,sandeep_jauhar_how_your_emotions_change_the_shape_of_your_heart,https://hls.ted.com/project_masters/627/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2019-07-25,en,Sandeep Jauhar,952,https://www.ted.com/talks/sandeep_jauhar_how_your_emotions_change_the_shape_of_your_heart,4478426,0.077,0.082,0.783,0.058,2019-09-10T20:09:29Z,48848,How your emotions change the shape of your heart
3989,376,3,4,907.6,1248.8,0.7,138.72,38.48,130.6,71,419,113,154,rick_warren_a_life_of_purpose,https://hls.ted.com/project_masters/7088/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,A life of purpose,2006-02-25,en,Rick Warren,1248,https://www.ted.com/talks/rick_warren_a_life_of_purpose,4460742,0.569,0.251,0.0,0.18,2006-07-18T00:11:00Z,71,A life of purpose
4893,356,3,4,1130.2,1431.6,0.8,244.16,62.22,240.0,72,424,198,287,sheena_iyengar_the_art_of_choosing,https://hls.ted.com/project_masters/1010/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The art of choosing,2010-07-15,en,Sheena Iyengar,1431,https://www.ted.com/talks/sheena_iyengar_the_art_of_choosing,4458698,0.532,0.26,0.051,0.157,2010-07-26T08:36:00Z,924,The art of choosing
1090,54,4,5,236.0,269.6,0.9,201.74,41.86,200.2,75,384,174,229,alex_gendler_the_history_of_marriage,https://hls.ted.com/project_masters/9855/manifest.m3u8,3,TED-Ed Original,The history of marriage,2014-02-13,en,Alex Gendler,269,https://www.ted.com/talks/alex_gendler_the_history_of_marriage,4451647,0.0,1.0,0.0,0.0,2025-03-04T22:58:06Z,24032,The history of marriage
2196,331,3,5,436.3,774.9,0.6,136.55,27.6,133.3,74,400,120,148,sebastian_junger_why_veterans_miss_war,https://hls.ted.com/project_masters/1654/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why veterans miss war,2014-01-16,en,Sebastian Junger,774,https://www.ted.com/talks/sebastian_junger_why_veterans_miss_war,4453601,0.184,0.658,0.106,0.052,2014-05-23T15:12:00Z,1999,Why veterans miss war
1386,27,4,4,313.7,332.0,0.9,160.61,43.01,164.0,71,400,143,180,haimanti_roy_why_was_india_split_into_two_countries,https://hls.ted.com/project_masters/6623/manifest.m3u8,3,TED-Ed Original,Why was India split into two countries?,2021-06-21,en,Haimanti Roy,331,https://www.ted.com/talks/haimanti_roy_why_was_india_split_into_two_countries,4441481,0.017,0.982,0.0,0.001,2021-06-21T15:21:44Z,78312,Why was India split into two countries?
3476,243,4,4,792.6,934.6,0.8,185.15,50.71,172.8,71,424,151,207,jane_fonda_and_lily_tomlin_a_hilarious_celebration_of_lifelong_female_friendship,https://hls.ted.com/project_masters/6188/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,A hilarious celebration of lifelong female friendship,2015-05-27,en,Jane Fonda and Lily Tomlin,934,https://www.ted.com/talks/jane_fonda_and_lily_tomlin_a_hilarious_celebration_of_lifelong_female_friendship,4443096,0.202,0.497,0.166,0.135,2015-12-17T16:12:21Z,2394,A hilarious celebration of lifelong female friendship
988,52,4,5,210.9,242.6,0.9,114.03,34.22,103.0,78,400,91,129,aatish_bhatia_the_physics_of_human_sperm_vs_the_physics_of_the_sperm_whale,https://hls.ted.com/project_masters/4724/manifest.m3u8,3,TED-Ed Original,The physics of human sperm vs. the physics of the sperm whale,2013-09-23,en,Aatish Bhatia,242,https://www.ted.com/talks/aatish_bhatia_the_physics_of_human_sperm_vs_the_physics_of_the_sperm_whale,4439040,0.012,0.986,0.0,0.002,2019-02-12T22:40:49Z,23977,The physics of human sperm vs. the physics of the sperm whale
987,62,4,4,227.8,266.4,0.9,118.63,45.2,103.0,72,399,91,130,armand_d_angour_the_real_story_behind_archimedes_eureka,https://hls.ted.com/project_masters/4772/manifest.m3u8,3,TED-Ed Original,The real story behind Archimedes' Eureka!,2015-03-13,en,Armand D'Angour,266,https://www.ted.com/talks/armand_d_angour_the_real_story_behind_archimedes_eureka,4440057,0.027,0.972,0.0,0.001,2019-03-22T18:26:55Z,24183,The real story behind Archimedes' Eureka!
2778,396,3,4,640.1,1061.8,0.6,136.98,26.98,132.0,80,399,119,151,his_holiness_pope_francis_why_the_only_future_worth_building_includes_everyone,https://hls.ted.com/project_masters/4581/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why the only future worth building includes everyone,2017-04-25,en,His Holiness Pope Francis,1061,https://www.ted.com/talks/his_holiness_pope_francis_why_the_only_future_worth_building_includes_everyone,4436952,0.4,0.279,0.178,0.143,2017-04-26T01:01:05Z,2744,Why the only future worth building includes everyone
3851,464,3,5,816.8,1192.4,0.7,157.08,40.76,151.1,78,399,127,180,kevin_rudd_are_china_and_the_us_doomed_to_conflict,https://hls.ted.com/project_masters/3857/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Are China and the US doomed to conflict?,2015-03-16,en,Kevin Rudd,1192,https://www.ted.com/talks/kevin_rudd_are_china_and_the_us_doomed_to_conflict,4436627,0.086,0.706,0.118,0.09,2015-04-01T14:58:58Z,2226,Are China and the US doomed to conflict?
2934,306,4,5,576.3,832.6,0.7,190.7,53.54,177.9,72,419,151,217,leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman,https://hls.ted.com/project_masters/4027/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,3 lessons on success from an Arab businesswoman,2016-05-18,en,Leila Hoteit,832,https://www.ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman,4427389,0.248,0.067,0.499,0.186,2016-07-11T15:00:17Z,2547,3 lessons on success from an Arab businesswoman
3824,225,4,5,763.6,879.4,0.9,145.71,35.4,136.4,70,403,122,160,brian_cox_cern_s_supercollider,https://hls.ted.com/project_masters/840/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,CERN's supercollider,2008-03-03,en,Brian Cox,879,https://www.ted.com/talks/brian_cox_cern_s_supercollider,4431237,0.34,0.577,0.017,0.066,2008-04-29T01:47:00Z,253,CERN's supercollider
2533,217,4,5,486.5,635.9,0.8,210.1,50.07,203.0,70,421,176,237,lydia_machova_the_secrets_of_learning_a_new_language,https://hls.ted.com/project_masters/66/manifest.m3u8?intro_master_id=9294,7,TED Salon Talk (partner),The secrets of learning a new language,2018-10-23,en,Lýdia Machová,635,https://www.ted.com/talks/lydia_machova_the_secrets_of_learning_a_new_language,18922069,0.125,0.599,0.185,0.091,2019-01-04T15:45:49Z,29391,The secrets of learning a new language
4260,408,4,5,886.9,1163.6,0.8,152.0,36.69,146.5,76,398,127,171,barry_schwartz_the_paradox_of_choice,https://hls.ted.com/project_masters/1282/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The paradox of choice,2005-07-15,en,Barry Schwartz,1163,https://www.ted.com/talks/barry_schwartz_the_paradox_of_choice,18695944,0.5,0.386,0.013,0.101,2006-09-26T00:11:00Z,93,The paradox of choice
481,68,3,5,99.0,145.3,0.7,149.87,38.82,142.0,78,399,123,170,derek_sivers_weird_or_just_different,https://hls.ted.com/project_masters/1314/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"Weird, or just different?",2009-11-06,en,Derek Sivers,145,https://www.ted.com/talks/derek_sivers_weird_or_just_different,4424135,0.705,0.191,0.0,0.104,2010-01-29T08:54:00Z,755,"Weird, or just different?"
2567,340,3,5,568.3,824.1,0.7,198.95,54.85,190.4,70,422,167,226,mandy_len_catron_falling_in_love_is_the_easy_part,https://hls.ted.com/project_masters/6010/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Falling in love is the easy part,2015-08-20,en,Mandy Len Catron,823,https://www.ted.com/talks/mandy_len_catron_falling_in_love_is_the_easy_part,4425823,0.425,0.17,0.104,0.301,2015-09-17T15:28:32Z,2330,Falling in love is the easy part
918,70,3,4,224.2,272.9,0.8,113.56,26.52,105.5,71,385,94,130,tanya_khovanova_can_you_solve_the_leonardo_da_vinci_riddle,https://hls.ted.com/project_masters/4870/manifest.m3u8,3,TED-Ed Original,Can you solve the Leonardo da Vinci riddle?,2018-08-23,en,Tanya Khovanova,272,https://www.ted.com/talks/tanya_khovanova_can_you_solve_the_leonardo_da_vinci_riddle,4420123,0.032,0.962,0.0,0.006,2018-08-23T19:29:52Z,21700,Can you solve the Leonardo da Vinci riddle?
1330,7,4,4,317.8,323.4,1.0,120.0,45.03,106.7,76,399,92,131,jean_francois_bastin_what_if_there_were_1_trillion_more_trees,https://hls.ted.com/project_masters/5907/manifest.m3u8,3,TED-Ed Original,,2020-10-27,en,Jean-François Bastin,323,https://www.ted.com/talks/jean_francois_bastin_what_if_there_were_1_trillion_more_trees,4414623,0.021,0.972,0.0,0.007,2020-10-27T16:23:03Z,67748,What if there were 1 trillion more trees?
1203,74,4,5,257.2,300.0,0.9,111.26,27.59,101.8,72,400,93,123,richard_e_cytowic_what_percentage_of_your_brain_do_you_use,https://hls.ted.com/project_masters/4737/manifest.m3u8,3,TED-Ed Original,What percentage of your brain do you use?,2014-01-30,en,Richard E. Cytowic,300,https://www.ted.com/talks/richard_e_cytowic_what_percentage_of_your_brain_do_you_use,4409228,0.03,0.964,0.0,0.006,2019-04-12T17:12:42Z,24026,What percentage of your brain do you use?
3553,402,4,5,755.8,1014.8,0.7,200.41,57.49,193.5,73,422,158,234,roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world,https://hls.ted.com/project_masters/4577/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Math is the hidden secret to understanding the world,2015-01-29,en,Roger Antonsen,1014,https://www.ted.com/talks/roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world,4405833,0.189,0.481,0.202,0.128,2016-11-18T16:00:08Z,2620,Math is the hidden secret to understanding the world
2560,228,4,5,498.7,698.2,0.7,130.89,35.42,122.9,72,400,107,144,tom_griffiths_3_ways_to_make_better_decisions_by_thinking_like_a_computer,https://hls.ted.com/project_masters/3149/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,3 ways to make better decisions -- by thinking like a computer,2017-06-15,en,Tom Griffiths,698,https://www.ted.com/talks/tom_griffiths_3_ways_to_make_better_decisions_by_thinking_like_a_computer,4382039,0.15,0.22,0.386,0.244,2018-09-14T14:41:37Z,13523,3 ways to make better decisions -- by thinking like a computer
3168,294,3,4,712.7,905.9,0.8,134.66,45.44,124.3,72,405,104,152,kevin_slavin_how_algorithms_shape_our_world,https://hls.ted.com/project_masters/1316/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How algorithms shape our world,2011-07-13,en,Kevin Slavin,905,https://www.ted.com/talks/kevin_slavin_how_algorithms_shape_our_world,4381874,0.771,0.171,0.014,0.044,2011-07-21T14:48:00Z,1194,How algorithms shape our world
748,67,3,4,169.6,220.3,0.8,138.23,40.49,128.3,77,400,109,159,terry_moore_why_is_x_the_unknown,https://hls.ted.com/project_masters/1148/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why is 'x' the unknown?,2012-02-28,en,Terry Moore,220,https://www.ted.com/talks/terry_moore_why_is_x_the_unknown,4380071,0.62,0.165,0.053,0.162,2012-06-06T15:00:59Z,1469,Why is 'x' the unknown?
